"Timestamp","How would you rate INFO 101 in the following categories (1 = poor, 5 = great)? [Professor Availability]","How would you rate INFO 101 in the following categories (1 = poor, 5 = great)? [Skill Usability]","How would you rate INFO 101 in the following categories (1 = poor, 5 = great)? [Time Spent]","How would you rate INFO 101 in the following categories (1 = poor, 5 = great)? [Professor Engagement]","How would you rate INFO 101 in the following categories (1 = poor, 5 = great)? [Expectation Clarity]","How would you rate INFO 101 in the following categories (1 = poor, 5 = great)? [TA Responsiveness]","How would you rate INFO 102 in the following categories (1 = poor, 5 = great)? [Professor Availability]","How would you rate INFO 102 in the following categories (1 = poor, 5 = great)? [Skill Usability]","How would you rate INFO 102 in the following categories (1 = poor, 5 = great)? [Time Spent]","How would you rate INFO 102 in the following categories (1 = poor, 5 = great)? [Professor Engagement]","How would you rate INFO 102 in the following categories (1 = poor, 5 = great)? [Expectation Clarity]","How would you rate INFO 102 in the following categories (1 = poor, 5 = great)? [TA Responsiveness]","How would you rate INFO 180 in the following categories (1 = poor, 5 = great)? [Professor Availability]","How would you rate INFO 180 in the following categories (1 = poor, 5 = great)? [Skill Usability]","How would you rate INFO 180 in the following categories (1 = poor, 5 = great)? [Time Spent]","How would you rate INFO 180 in the following categories (1 = poor, 5 = great)? [Professor Engagement]","How would you rate INFO 180 in the following categories (1 = poor, 5 = great)? [Expectation Clarity]","How would you rate INFO 180 in the following categories (1 = poor, 5 = great)? [TA Responsiveness]","How would you rate INFO 200 in the following categories (1 = poor, 5 = great)? [Professor Availability]","How would you rate INFO 200 in the following categories (1 = poor, 5 = great)? [Skill Usability]","How would you rate INFO 200 in the following categories (1 = poor, 5 = great)? [Time Spent]","How would you rate INFO 200 in the following categories (1 = poor, 5 = great)? [Professor Engagement]","How would you rate INFO 200 in the following categories (1 = poor, 5 = great)? [Expectation Clarity]","How would you rate INFO 200 in the following categories (1 = poor, 5 = great)? [TA Responsiveness]","How would you rate INFO 201 in the following categories (1 = poor, 5 = great)? [Professor Availability]","How would you rate INFO 201 in the following categories (1 = poor, 5 = great)? [Skill Usability]","How would you rate INFO 201 in the following categories (1 = poor, 5 = great)? [Time Spent]","How would you rate INFO 201 in the following categories (1 = poor, 5 = great)? [Professor Engagement]","How would you rate INFO 201 in the following categories (1 = poor, 5 = great)? [Expectation Clarity]","How would you rate INFO 201 in the following categories (1 = poor, 5 = great)? [TA Responsiveness]","How would you rate INFO 300 in the following categories (1 = poor, 5 = great)? [Professor Availability]","How would you rate INFO 300 in the following categories (1 = poor, 5 = great)? [Skill Usability]","How would you rate INFO 300 in the following categories (1 = poor, 5 = great)? [Time Spent]","How would you rate INFO 300 in the following categories (1 = poor, 5 = great)? [Professor Engagement]","How would you rate INFO 300 in the following categories (1 = poor, 5 = great)? [Expectation Clarity]","How would you rate INFO 300 in the following categories (1 = poor, 5 = great)? [TA Responsiveness]","How would you rate INFO 310 in the following categories (1 = poor, 5 = great)? [Professor Availability]","How would you rate INFO 310 in the following categories (1 = poor, 5 = great)? [Skill Usability]","How would you rate INFO 310 in the following categories (1 = poor, 5 = great)? [Time Spent]","How would you rate INFO 310 in the following categories (1 = poor, 5 = great)? [Professor Engagement]","How would you rate INFO 310 in the following categories (1 = poor, 5 = great)? [Expectation Clarity]","How would you rate INFO 310 in the following categories (1 = poor, 5 = great)? [TA Responsiveness]","How would you rate INFO 330 in the following categories (1 = poor, 5 = great)? [Professor Availability]","How would you rate INFO 330 in the following categories (1 = poor, 5 = great)? [Skill Usability]","How would you rate INFO 330 in the following categories (1 = poor, 5 = great)? [Time Spent]","How would you rate INFO 330 in the following categories (1 = poor, 5 = great)? [Professor Engagement]","How would you rate INFO 330 in the following categories (1 = poor, 5 = great)? [Expectation Clarity]","How would you rate INFO 330 in the following categories (1 = poor, 5 = great)? [TA Responsiveness]","How would you rate INFO 340 in the following categories (1 = poor, 5 = great)? [Professor Availability]","How would you rate INFO 340 in the following categories (1 = poor, 5 = great)? [Skill Usability]","How would you rate INFO 340 in the following categories (1 = poor, 5 = great)? [Time Spent]","How would you rate INFO 340 in the following categories (1 = poor, 5 = great)? [Professor Engagement]","How would you rate INFO 340 in the following categories (1 = poor, 5 = great)? [Expectation Clarity]","How would you rate INFO 340 in the following categories (1 = poor, 5 = great)? [TA Responsiveness]","How would you rate INFO 360 in the following categories (1 = poor, 5 = great)? [Professor Availability]","How would you rate INFO 360 in the following categories (1 = poor, 5 = great)? [Skill Usability]","How would you rate INFO 360 in the following categories (1 = poor, 5 = great)? [Time Spent]","How would you rate INFO 360 in the following categories (1 = poor, 5 = great)? [Professor Engagement]","How would you rate INFO 360 in the following categories (1 = poor, 5 = great)? [Expectation Clarity]","How would you rate INFO 360 in the following categories (1 = poor, 5 = great)? [TA Responsiveness]","How would you rate INFO 370 in the following categories (1 = poor, 5 = great)? [Professor Availability]","How would you rate INFO 370 in the following categories (1 = poor, 5 = great)? [Skill Usability]","How would you rate INFO 370 in the following categories (1 = poor, 5 = great)? [Time Spent]","How would you rate INFO 370 in the following categories (1 = poor, 5 = great)? [Professor Engagement]","How would you rate INFO 370 in the following categories (1 = poor, 5 = great)? [Expectation Clarity]","How would you rate INFO 370 in the following categories (1 = poor, 5 = great)? [TA Responsiveness]","How would you rate INFO 481 in the following categories (1 = poor, 5 = great)? [Professor Availability]","How would you rate INFO 481 in the following categories (1 = poor, 5 = great)? [Skill Usability]","How would you rate INFO 481 in the following categories (1 = poor, 5 = great)? [Time Spent]","How would you rate INFO 481 in the following categories (1 = poor, 5 = great)? [Professor Engagement]","How would you rate INFO 481 in the following categories (1 = poor, 5 = great)? [Expectation Clarity]","How would you rate INFO 481 in the following categories (1 = poor, 5 = great)? [TA Responsiveness]"
"2018/10/15 5:56:54 PM MDT","4","3","5","4","5","5","","","","","","","","","","","","","","","","","","","5","5","2","2","5","5","5","4","5","4","5","5","","","","","","","","","","","","","","","","","","","5","3","5","4","5","3","4","5","1","4","2","5","","","","","",""
"2018/10/15 5:56:59 PM MDT","3","2","4","3","4","5","","","","","","","","","","","","","3","3","4","3","3","3","4","5","4","4","5","5","","","","","","","","","","","","","4","3","4","3","3","4","5","5","3","5","5","5","4","3","2","3","3","3","5","5","3","5","5","5","","","","","",""
"2018/10/15 5:57:00 PM MDT","","","","","","","","","","","","","","","","","","","2","1","2","2","3","3","4","5","4","5","4","4","","","","","","","","","","","","","2","4","4","1","2","4","4","4","4","3","4","4","3","1","1","2","2","2","5","5","5","5","5","5","","","","","",""
"2018/10/15 5:57:02 PM MDT","","","","","","","","","","","","","","","","","","","3","2","2","4","5","5","3","3","3","4","3","3","4","3","3","4","4","5","3","5","4","3","3","3","4","4","3","2","4","4","4","4","5","4","3","3","4","3","4","3","3","2","4","5","4","4","2","4","","","","","",""
"2018/10/15 5:57:04 PM MDT","","","","","","","5","5","2","5","5","5","","","","","","","5","4","3","5","5","5","","","","","","","5","5","3","5","5","5","5","3","4","5","5","5","5","4","4","5","5","5","5","5","5","5","4","5","5","5","3","5","5","5","5","5","5","5","4","4","5","4","4","5","4","5"
"2018/10/15 5:57:06 PM MDT","","","","","","","","","","","","","","","","","","","4","4","3","5","4","4","3","4","2","3","4","3","","","","","","","","","","","","","3","4","3","3","3","3","","","","","","","5","4","4","5","5","5","4","4","4","5","4","4","","","","","",""
"2018/10/15 5:57:16 PM MDT","","","","","","","","","","","","","","","","","","","4","3","2","5","4","3","3","4","3","5","4","3","3","3","3","4","3","1","","","","","","","3","4","3","4","3","3","4","4","4","4","4","4","3","3","3","3","3","3","2","3","3","3","4","2","","","","","",""
"2018/10/15 5:57:25 PM MDT","","","","","","","4","2","2","4","4","4","","","","","","","4","2","2","5","4","4","4","4","5","4","4","4","4","3","2","4","4","3","","","","","","","4","4","2","4","2","2","4","5","5","5","5","5","4","3","2","4","5","4","5","3","5","4","4","4","","","","","",""
"2018/10/15 5:57:34 PM MDT","","","","","","","3","4","3","4","4","4","","","","","","","3","2","2","3","3","2","4","4","4","4","4","4","3","2","2","3","2","3","","","","","","","3","2","2","2","3","2","5","5","5","5","5","5","4","3","3","4","4","4","4","4","4","4","4","5","","","","","",""
"2018/10/15 5:57:36 PM MDT","","","","","","","","","","","","5","","","","","","","5","1","1","5","5","5","","","","","","","5","5","2","5","5","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/10/15 5:57:38 PM MDT","","","","","","","","","","","","","","","","","","","4","2","3","5","5","4","4","5","4","2","5","5","4","3","3","5","5","3","4","2","3","4","1","3","4","5","3","5","5","5","5","5","5","5","5","5","5","5","3","5","5","5","5","4","4","5","5","4","","","","","",""
"2018/10/15 5:57:39 PM MDT","","","","","","","","","","","","","3","4","2","2","3","5","3","2","4","3","5","1","3","5","4","4","5","1","","","","","","","","","","","","","5","5","3","5","5","5","5","4","4","5","2","1","2","1","1","1","5","1","3","4","5","4","4","3","","","","","",""
"2018/10/15 5:57:45 PM MDT","","","","","","","","","","","","","","","","","","","3","1","1","2","4","4","4","4","3","4","4","4","3","3","4","2","4","4","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","5","2","5","","","","","3",""
"2018/10/15 5:57:46 PM MDT","","","","","","","","","","","","","","","","","","","5","4","3","5","5","5","5","5","5","4","4","3","","","","","","","","","","","","","5","5","4","3","3","4","5","5","5","5","5","5","","","","","","","4","5","4","5","5","5","","","","","",""
"2018/10/15 5:57:46 PM MDT","","","","","","","","","","","","","","","","","","","4","2","2","4","3","3","2","4","4","2","2","2","4","2","2","2","3","4","","","","","","","2","3","2","2","1","2","4","4","5","3","3","3","4","2","3","3","4","2","3","4","4","3","3","3","","","","","",""
"2018/10/15 5:57:49 PM MDT","","","","","","","","","","","","","","","","","","","5","3","5","5","5","5","1","5","1","2","2","2","5","5","5","5","5","5","","","","","","","","","","","","","","","","","","","5","5","5","5","5","5","5","5","2","4","5","5","5","5","5","5","5","5"
"2018/10/15 5:57:51 PM MDT","","","","","","","2","2","1","5","4","3","","","","","","","3","2","3","4","4","5","5","5","4","5","5","5","2","2","2","3","3","5","4","3","1","5","3","5","3","4","4","4","3","5","3","4","5","4","5","4","1","2","3","3","2","2","5","5","5","5","5","5","","","","","",""
"2018/10/15 5:57:54 PM MDT","5","4","3","5","4","5","5","5","4","5","5","4","","","","","","","5","5","5","5","5","5","3","4","5","5","5","4","2","1","1","4","2","2","","","","","","","1","1","1","1","1","3","5","5","5","5","4","4","4","4","2","3","3","2","5","5","5","5","4","5","","","","","",""
"2018/10/15 5:58:02 PM MDT","","","","","","","","","","","","","","","","","","","2","2","3","3","3","3","5","5","2","5","5","3","","","","","","","","","","","","","5","4","5","5","5","1","","","","","","","5","3","3","5","3","3","5","5","5","5","5","5","","","","","",""
"2018/10/15 5:58:04 PM MDT","","","","","","","","","","","","","","","","","","","","","","","","","5","4","2","3","3","5","","","","","","","","","","","","","2","5","4","3","3","5","","","","","","","","","","","","","4","5","5","4","5","5","","","","","",""
"2018/10/15 5:58:05 PM MDT","","","","","","","2","2","2","2","3","4","","","","","","","3","3","3","4","4","4","4","4","4","5","5","5","4","3","3","3","3","5","","","","","","","5","4","4","4","3","3","5","5","5","5","5","5","5","5","4","5","5","3","5","5","5","5","5","5","3","3","3","1","2","2"
"2018/10/15 5:58:06 PM MDT","","","","","","","","","","","","","","","","","","","4","4","4","5","5","5","5","5","5","5","5","5","4","4","3","4","3","3","4","5","5","5","4","4","5","5","5","5","5","5","4","5","4","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","","","","","",""
"2018/10/15 5:58:06 PM MDT","3","1","3","5","5","5","","","","","","","","","","","","","4","2","4","5","3","4","4","4","4","5","4","5","4","2","2","4","4","5","","","","","","","1","4","5","4","1","2","4","5","5","4","4","5","3","3","4","4","3","3","5","4","5","5","4","4","","","","","",""
"2018/10/15 5:58:08 PM MDT","","","","","","","","","","","","","","","","","","","4","3","3","4","5","4","4","4","3","4","5","4","4","1","3","3","4","3","4","3","3","3","4","2","3","4","3","3","4","4","4","4","3","4","3","4","4","2","3","3","3","4","4","4","3","3","4","4","","","","","",""
"2018/10/15 5:58:08 PM MDT","","","","","","","","","","","","","","","","","","","3","1","3","1","3","5","4","3","3","5","5","5","","","","","","","","","","","","","","","","","","","5","5","4","5","5","5","2","1","3","2","2","2","5","4","5","5","4","2","","","","","",""
"2018/10/15 5:58:10 PM MDT","","","","","","","","","","","","","","","","","","","4","2","2","3","2","4","3","4","4","2","4","3","1","3","1","3","4","4","","","","","","","3","4","3","3","3","2","4","4","4","4","2","3","3","2","3","2","2","3","4","4","4","4","4","3","","","","","",""
"2018/10/15 5:58:17 PM MDT","2","2","5","3","3","4","3","3","4","3","3","2","","","","","","","3","4","4","4","4","3","4","5","3","5","5","4","2","2","4","2","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2018/10/15 5:58:18 PM MDT","","","","","","","","","","","","","","","","","","","3","2","2","2","4","3","3","5","4","3","4","5","2","1","3","3","2","3","","","","","","","","","","","","","2","4","3","4","1","4","3","2","2","2","2","2","3","4","4","5","3","4","3","4","3","3","4","2"
"2018/10/15 5:58:33 PM MDT","","","","","","","","","","","","","","","","","","","5","2","3","5","4","4","4","4","2","2","2","3","4","3","3","4","4","4","","","","","","4","2","4","4","4","4","3","5","5","5","5","3","4","3","2","3","2","2","5","5","5","5","5","5","5","","","","","",""
"2018/10/15 5:58:41 PM MDT","1","1","1","2","1","2","","","","","","","","","","","","","4","2","4","2","4","5","4","4","3","1","3","4","4","1","1","4","3","3","","","","","","","4","5","4","2","4","5","5","3","3","4","5","5","3","4","4","5","4","4","5","5","4","5","4","5","","","","","",""
"2018/10/15 5:58:57 PM MDT","","","","","","","","","","","","","","","","","","","5","5","5","5","5","3","5","5","5","5","5","4","5","1","1","5","4","5","","","","","","","5","5","4","4","3","3","","","","","","","5","5","5","5","5","4","5","5","5","5","5","3","","","","","",""
"2018/10/15 5:59:09 PM MDT","","","","","","","","","","","","","","","","","","","3","4","5","3","4","5","4","5","5","3","5","4","","","","","","","","","","","","","4","5","5","4","5","5","","","","","","","5","5","3","5","4","5","4","5","4","5","4","4","3","3","3","3","3","3"
"2018/10/15 5:59:55 PM MDT","","","","","","","","","","","","","","","","","","","4","3","3","4","4","4","4","4","4","5","3","4","","","","","","","","","","","","","4","4","3","3","4","3","4","4","5","4","3","3","","","","","","","","","","","","","","","","","",""
